STATION,STATION_NAME,DATE,PRCP,SNOW
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161021,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161022,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161023,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161024,0.02,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161025,0.06,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161026,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161027,0.54,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161028,0.33,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161029,0.01,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161030,0.38,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161031,0.02,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161101,0.01,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161102,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161103,0.00,0.0
